Full_Address,Longitude,Latitude,Zip,REC_TYPE,PIN,OVACLS,CLASS_DESCRIPTION,CURRENT_LAND,CURRENT_BUILDING,CURRENT_TOTAL,ESTIMATED_MARKET_VALUE,PRIOR_LAND,PRIOR_BUILDING,PRIOR_TOTAL,PPRIOR_LAND,PPRIOR_BUILDING,PPRIOR_TOTAL,PPRIOR_YEAR,TOWN,VOLUME,LOC,TAX_CODE,NEIGHBORHOOD,HOUSENO,DIR,STREET,SUFFIX,APT,CITY,RES_TYPE,BLDG_USE,APT_DESC,COMM_UNITS,EXT_DESC,FULL_BATH,HALF_BATH,BSMT_DESC,ATTIC_DESC,AC,FIREPLACE,GAR_DESC,AGE,BUILDING_SQ_FT,LAND_SQ_FT,BLDG_SF,UNITS_TOT,MULTI_SALE,DEED_TYPE,SALE_DATE,SALE_AMOUNT,APPCNT,APPEAL_A,APPEAL_A_STATUS,APPEAL_A_RESULT,APPEAL_A_REASON,APPEAL_A_PIN_RESULT,APPEAL_A_PROPAV,APPEAL_A_CURRAV,APPEAL_A_RESLTDATE
"913 S LAFLIN ST, CHICAGO, IL",-87.6637991,41.8700956,60607,A-HD,17173170190000,211,"Two to Six Apartments, Over 62 Years                                                         ",9375,31929,41304,413040,7812,30525,38337,7812,30525,38337,2013,77,592,CITY,77002,132,913,S,LAFLIN ,ST, ,CHICAGO,Three Story       ,Multi Family  ,3,0,Masonry    ,3,0,Slab and Unfinished,None,2,0, ,145,2181,3125,     ,        ,0,0,     ,0,0,0,                  ,,0,,0,0,     
"1455 W TAYLOR ST, CHICAGO, IL",-87.6637838,41.8691123,60607,A-HD,17173250020000,212,"Mixed commercial/residential building, 6 units or less, sq ft less than 20,000                                    ",8025,66975,75000,750000,6687,66729,73416,6687,66729,73416,2013,77,592,CITY,77002,132,1455,W,TAYLOR ,ST, ,CHICAGO,Three Story       ,Multi Family  ,4,1,Masonry    ,5,0,Full and Unfinished, ,1,0,2 Cars Attached,22,5323,2675,     ,        ,0,1,5/1/2015,750000,0,0,                  ,,0,,0,0,     
"1453 W FLOURNOY ST, CHICAGO, IL",-87.6637783,41.8730846,60607,A-HD,17173030060000,315,"Two or three story non-fireproof corridor apartments,or california type apartments, interior entrance                         ",13586,54378,67964,679640,13586,54378,67964,13586,54378,67964,2013,77,592,CITY,77002,132,1453,W,FLOURNOY ,ST, ,CHICAGO,             ,,        , ,        ,0,0, , ,0,0, ,122,0,5328,0,0,0,0,     ,0,0,0,                  ,,0,,0,0,     
"1452 W TAYLOR ST, CHICAGO, IL",-87.6637472,41.8694893,60607,A-HD,17173170520000,211,"Two to Six Apartments, Over 62 Years                                                         ",9000,32438,41438,414380,7500,33428,40928,7500,33428,40928,2013,77,592,CITY,77002,132,1452,W,TAYLOR ,ST, ,CHICAGO,Two Story        ,Multi Family  ,3,1,Masonry    ,3,1,Partial and Unfinished,None,2,0,1 1/2 Car Detached,141,2480,3000,     ,        ,0,0,     ,0,1,104927,Appeal Review Complete       ,Assessed Value Adjusted,2,Assessed Value Adjusted,44594,43370,10/19/2015
"1450 W LEXINGTON ST, CHICAGO, IL",-87.663724,41.8727066,60607,A-HD,17173030280000,211,"Two to Six Apartments, Over 62 Years                                                         ",6660,41651,48311,483110,5550,36825,42375,5550,36825,42375,2013,77,592,CITY,77002,132,1450,W,LEXINGTON ,ST,1,CHICAGO,Two Story        ,Multi Family  ,3,0,Masonry    ,3,0,Full and Apartment,None,1,0, ,117,2762,2220,     ,        ,0,0,     ,0,0,0,                  ,,0,,0,0,     
"1448 W FLOURNOY ST, CHICAGO, IL",-87.6636939,41.8734918,60607,A-HD,17173020150000,211,"Two to Six Apartments, Over 62 Years                                                         ",7992,30834,38826,388260,6660,28911,35571,6660,28911,35571,2013,77,592,CITY,77002,132,1448,W,FLOURNOY ,ST, ,CHICAGO,Two Story        ,Multi Family  ,2,0,Frame/Masonry ,2,0,Full and Unfinished,None,2,0, ,127,1932,2664,     ,        ,0,0,     ,0,0,0,                  ,,0,,0,0,     
"1453 W TAYLOR ST, CHICAGO, IL",-87.6636732,41.8691158,60607,A-HD,17173250030000,212,"Mixed commercial/residential building, 6 units or less, sq ft less than 20,000                                    ",9630,53099,62729,627290,8025,47251,55276,8025,47251,55276,2013,77,592,CITY,77002,132,1453,W,TAYLOR ,ST, ,CHICAGO,Three Story       ,Multi Family  ,3,1,Masonry    ,3,1,Partial and Unfinished, ,2,0, ,119,5373,3210,     ,        ,0,1,6/1/2006,1200000,1,108040,Appeal Review Complete       ,Assessed Value Not Adjusted,18,Assessed Value Not Adjusted,62729,62729,10/19/2015
"1450 W TAYLOR ST, CHICAGO, IL",-87.6636589,41.8695123,60607,A-HD,17173170530000,211,"Two to Six Apartments, Over 62 Years                                                         ",9000,31881,40881,408810,7500,30769,38269,7500,30769,38269,2013,77,592,CITY,77002,132,1450,W,TAYLOR ,ST,1,CHICAGO,Two Story        ,Multi Family  ,2,0,Masonry    ,2,0,Full and Unfinished,None,2,0, ,141,2024,3000,     ,        ,0,1,11/1/2012,400000,0,0,                  ,,0,,0,0,     
"1448 W POLK ST, CHICAGO, IL",-87.6636536,41.8718368,60607,A-HD,17173040260000,211,"Two to Six Apartments, Over 62 Years                                                         ",7992,52961,60953,609530,6660,40873,47533,6660,40873,47533,2013,77,592,CITY,77002,132,1448,W,POLK ,ST, ,CHICAGO,Two Story        ,Multi Family  ,2,0,Masonry    ,2,0,Full and Unfinished,None,2,0, ,67,1012,2664,     ,        ,0,2,4/1/1998,324000,1,97267,Appeal Review Complete       ,Assessed Value Adjusted,1,Assessed Value Adjusted,71068,66115,10/19/2015
"1448 W LEXINGTON ST, CHICAGO, IL",-87.6636507,41.8727126,60607,A-HD,17173030290000,211,"Two to Six Apartments, Over 62 Years                                                         ",6660,39414,46074,460740,5550,34404,39954,5550,34404,39954,2013,77,592,CITY,77002,132,1448,W,LEXINGTON ,ST,2,CHICAGO,Two Story        ,Multi Family  ,3,0,Masonry    ,3,0,Full and Apartment,None,2,0, ,130,2714,2220,     ,        ,0,0,     ,0,0,0,                  ,,0,,0,0,     
"1446 W FLOURNOY ST, CHICAGO, IL",-87.6636068,41.8734979,60607,A-HD,17173020160000,211,"Two to Six Apartments, Over 62 Years                                                         ",7992,35691,43683,436830,6660,17271,23931,6660,19034,25694,2013,77,592,CITY,77002,132,1446,W,FLOURNOY ,ST, ,CHICAGO,Two Story        ,Multi Family  ,2,0,Frame/Masonry ,2,0,Full and Unfinished,None,1,0,2 Cars Detached,127,2316,2664,     ,        ,0,1,8/1/2007,530000,1,106334,Appeal Review Complete       ,Assessed Value Not Adjusted,16,Assessed Value Not Adjusted,43683,43683,10/19/2015
"1447 W FLOURNOY ST, CHICAGO, IL",-87.6635849,41.8730875,60607,A-HD,17173030070000,211,"Two to Six Apartments, Over 62 Years                                                         ",7992,39136,47128,471280,6660,32095,38755,6660,32095,38755,2013,77,592,CITY,77002,132,1447,W,FLOURNOY ,ST, ,CHICAGO,Two Story        ,Multi Family  ,3,0,Frame/Masonry ,4,0,Full and Apartment,Partial and Living Area,1,1,2 Cars Detached,123,3418,2664,     ,        ,0,1,8/1/2015,815000,0,0,                  ,,0,,0,0,     
"1446 W LEXINGTON ST, CHICAGO, IL",-87.6635791,41.8727098,60607,A-HD,17173030300000,211,"Two to Six Apartments, Over 62 Years                                                         ",6660,36894,43554,435540,5550,32161,37711,5550,32161,37711,2013,77,592,CITY,77002,132,1446,W,LEXINGTON ,ST,1,CHICAGO,Two Story        ,Multi Family  ,3,0,Masonry    ,3,0,Full and Apartment,None,2,0,1 Car Detached,130,2023,2220,     ,        ,0,0,     ,0,0,0,                  ,,0,,0,0,     
"1447 W TAYLOR ST, CHICAGO, IL",-87.6635771,41.8691153,60607,A-HD,17173250040000,211,"Two to Six Apartments, Over 62 Years                                                         ",16050,46717,62767,627670,13375,51319,64694,13375,51319,64694,2013,77,592,CITY,77002,132,1447,W,TAYLOR ,ST, ,CHICAGO,Three Story       ,Multi Family  ,5,1,Masonry    ,5,1,Full and Unfinished,None,1,0, ,124,9000,5350,     ,        ,0,1,11/1/2008,1250000,0,0,                  ,,0,,0,0,     
"1448 W FILLMORE ST, CHICAGO, IL",-87.6635742,41.8686837,60607,A-HD,17173250220000,211,"Two to Six Apartments, Over 62 Years                                                         ",9630,40416,50046,500460,8025,29515,37540,8025,29515,37540,2013,77,592,CITY,77002,132,1448,W,FILLMORE ,ST, ,CHICAGO,Two Story        ,Multi Family  ,2,0,Frame     ,2,0,Full and Unfinished,None,2,0, ,127,2200,3210,     ,        ,0,1,3/1/2014,500000,0,0,                  ,,0,,0,0,     
"1448 W TAYLOR ST, CHICAGO, IL",-87.6635725,41.8695106,60607,A-HD,17173170540000,211,"Two to Six Apartments, Over 62 Years                                                         ",9000,35640,44640,446400,7500,33485,40985,7500,33485,40985,2013,77,592,CITY,77002,132,1448,W,TAYLOR ,ST, ,CHICAGO,Three Story       ,Multi Family  ,3,0,Masonry    ,3,0,Slab and Unfinished,None,2,0, ,133,3036,3000,     ,        ,0,0,     ,0,0,0,                  ,,0,,0,0,     
"1447 W LEXINGTON ST, CHICAGO, IL",-87.6635704,41.8723115,60607,A-HD,17173040050000,211,"Two to Six Apartments, Over 62 Years                                                         ",7992,47892,55884,558840,6660,40705,47365,6660,40705,47365,2013,77,592,CITY,77002,132,1447,W,LEXINGTON ,ST, ,CHICAGO,Three Story       ,Multi Family  ,6,0,Masonry    ,6,0,Full and Unfinished,None,2,0, ,117,5166,2664,     ,        ,0,0,     ,0,0,0,                  ,,0,,0,0,     
"1446 W POLK ST, CHICAGO, IL",-87.6635652,41.8718411,60607,A-HD,17173040270000,211,"Two to Six Apartments, Over 62 Years                                                         ",7992,45190,53182,531820,6660,42529,49189,6660,42529,49189,2013,77,592,CITY,77002,132,1446,W,POLK ,ST, ,CHICAGO,Two Story        ,Multi Family  ,3,0,Frame     ,3,0,Full and Unfinished,None,1,0, ,147,1568,2664,     ,        ,0,2,4/1/1998,346000,1,97267,Appeal Review Complete       ,Assessed Value Adjusted,1,Assessed Value Adjusted,69536,57586,10/19/2015
"1444 W LEXINGTON ST, CHICAGO, IL",-87.6635039,41.8726911,60607,A-HD,17173030310000,211,"Two to Six Apartments, Over 62 Years                                                         ",7992,33307,41299,412990,6660,30203,36863,6660,30203,36863,2013,77,592,CITY,77002,132,1444,W,LEXINGTON ,ST, ,CHICAGO,Two Story        ,Multi Family  ,2,0,Masonry    ,2,0,Full and Unfinished,None,2,0,1 Car Detached,137,1834,2664,     ,        ,0,0,     ,0,0,0,                  ,,0,,0,0,     
"1446 W TAYLOR ST, CHICAGO, IL",-87.6634842,41.8695193,60607,A-HD,17173170550000,211,"Two to Six Apartments, Over 62 Years                                                         ",9000,34531,43531,435310,7500,30096,37596,7500,30096,37596,2013,77,592,CITY,77002,132,1446,W,TAYLOR ,ST, ,CHICAGO,Three Story       ,Multi Family  ,3,0,Masonry    ,3,0,Full and Unfinished,None,2,0, ,147,3168,3000,     ,        ,0,2,12/1/2012,430000,0,0,                  ,,0,,0,0,     
"1445 W LEXINGTON ST, CHICAGO, IL",-87.6634782,41.8723065,60607,A-HD,17173040060000,211,"Two to Six Apartments, Over 62 Years                                                         ",7992,47892,55884,558840,6660,40705,47365,6660,40705,47365,2013,77,592,CITY,77002,132,1445,W,LEXINGTON ,ST, ,CHICAGO,Three Story       ,Multi Family  ,6,0,Masonry    ,6,0,Full and Unfinished,None,2,0, ,117,5166,2664,     ,        ,0,0,     ,0,0,0,                  ,,0,,0,0,     
"1444 W POLK ST, CHICAGO, IL",-87.6634757,41.8718559,60607,A-HD,17173040280000,211,"Two to Six Apartments, Over 62 Years                                                         ",7992,28428,36420,364200,6660,28465,35125,6660,28465,35125,2013,77,592,CITY,77002,132,1444,W,POLK ,ST, ,CHICAGO,Two Story        ,Multi Family  ,3,0,Frame     ,3,0,Full and Unfinished,Full and Living Area,1,2, ,147,1840,2664,     ,        ,0,2,4/1/1998,272000,1,97262,Appeal Review Complete       ,Assessed Value Adjusted,2,Assessed Value Adjusted,40801,38828,10/19/2015
"1441 W FLOURNOY ST, CHICAGO, IL",-87.6634272,41.8730931,60607,A-HD,17173030090000,211,"Two to Six Apartments, Over 62 Years                                                         ",7992,42872,50864,508640,6660,40695,47355,6660,40695,47355,2013,77,592,CITY,77002,132,1441,W,FLOURNOY ,ST, ,CHICAGO,Three Story       ,Multi Family  ,6,0,Masonry    ,6,0,Full and Unfinished,None,2,0, ,112,5656,2664,     ,        ,0,2,7/1/2005,795000,1,95619,Appeal Review Complete       ,Assessed Value Adjusted,1,Assessed Value Adjusted,57761,54314,10/19/2015
"1442 W LEXINGTON ST, CHICAGO, IL",-87.6634154,41.8726946,60607,A-HD,17173030320000,211,"Two to Six Apartments, Over 62 Years                                                         ",7992,58236,66228,662280,6660,46077,52737,6660,46077,52737,2013,77,592,CITY,77002,132,1442,W,LEXINGTON ,ST, ,CHICAGO,Two Story        ,Multi Family  ,2,0,Masonry    ,3,1,Full and Apartment,None,1,0, ,122,2726,2664,     ,        ,0,0,     ,0,1,103627,Appeal Review Complete       ,Assessed Value Adjusted,1,Assessed Value Adjusted,78867,66228,10/19/2015
"1440 W FLOURNOY ST, CHICAGO, IL",-87.6634057,41.8735358,60607,A-HD,17173020180000,211,"Two to Six Apartments, Over 62 Years                                                         ",7992,44300,52292,522920,6660,40329,46989,6660,40329,46989,2013,77,592,CITY,77002,132,1440,W,FLOURNOY ,ST, ,CHICAGO,Three Story       ,Multi Family  ,4,0,Masonry    ,6,0,Full and Unfinished,None,2,0, ,122,6019,2664,     ,        ,0,1,4/1/2013,715000,1,99327,Appeal Review Complete       ,Assessed Value Not Adjusted,27,Assessed Value Not Adjusted,68018,68018,10/19/2015
"1443 W TAYLOR ST, CHICAGO, IL",-87.6634027,41.8690815,60607,A-HD,17173250050000,318,"Mixed use commercial/residential with apts. above seven units or more or building sq. ft. over 20,000                         ",4547,50026,54573,545730,4547,48248,52795,4547,48248,52795,2013,77,592,CITY,77002,132,1443,W,TAYLOR ,ST, ,CHICAGO,             ,,        , ,        ,0,0, , ,0,0, ,124,0,2675,0,0,0,1,8/1/1994,304000,1,91642,Appeal Review Complete       ,Assessed Value Adjusted,11,Assessed Value Adjusted,72791,59269,10/19/2015
"1441 W LEXINGTON ST, CHICAGO, IL",-87.6633998,41.8723071,60607,A-HD,17173040070000,211,"Two to Six Apartments, Over 62 Years                                                         ",7992,36144,44136,441360,6660,33271,39931,6660,33271,39931,2013,77,592,CITY,77002,132,1441,W,LEXINGTON ,ST,3,CHICAGO,Three Story       ,Multi Family  ,3,0,Masonry    ,3,0,Full and Unfinished,None,1,0,2 Cars Detached,127,3618,2664,     ,        ,0,1,7/1/2003,586500,1,6083768,Appeal Review Complete       ,Assessed Value Adjusted,1,Assessed Value Adjusted,51997,48441,10/19/2015
"1444 W TAYLOR ST, CHICAGO, IL",-87.6633858,41.8695228,60607,A-HD,17173170560000,318,"Mixed use commercial/residential with apts. above seven units or more or building sq. ft. over 20,000                         ",5100,44632,49732,497320,5100,40661,45761,5100,40661,45761,2013,77,592,CITY,77002,132,1444,W,TAYLOR ,ST, ,CHICAGO,             ,,        , ,        ,0,0, , ,0,0, ,28,0,3000,0,0,0,0,     ,0,1,91503,Appeal Review Complete       ,Assessed Value Not Adjusted,22,Assessed Value Not Adjusted,53994,53994,10/19/2015
"1442 W POLK ST, CHICAGO, IL",-87.6633823,41.8718788,60607,A-HD,17173040290000,211,"Two to Six Apartments, Over 62 Years                                                         ",7992,35407,43399,433990,6660,33416,40076,6660,33416,40076,2013,77,592,CITY,77002,132,1442,W,POLK ,ST, ,CHICAGO,Two Story        ,Multi Family  ,2,0,Masonry    ,2,0,Full and Unfinished,None,2,0,1 Car Detached,133,2552,2664,     ,        ,0,0,     ,0,0,0,                  ,,0,,0,0,     
"1438 W FLOURNOY ST, CHICAGO, IL",-87.6633511,41.8735515,60607,A-HD,17173020190000,211,"Two to Six Apartments, Over 62 Years                                                         ",7992,47379,55371,553710,6660,40418,47078,6660,40418,47078,2013,77,592,CITY,77002,132,1438,W,FLOURNOY ,ST, ,CHICAGO,Three Story       ,Multi Family  ,6,0,Masonry    ,6,0,Full and Unfinished,None,2,0,1 Car Detached,112,5097,2664,     ,        ,0,0,     ,0,0,0,                  ,,0,,0,0,     
"1439 W FLOURNOY ST, CHICAGO, IL",-87.6633289,41.873098,60607,A-HD,17173030100000,211,"Two to Six Apartments, Over 62 Years                                                         ",7992,49690,57682,576820,6660,39182,45842,6660,39182,45842,2013,77,592,CITY,77002,132,1439,W,FLOURNOY ,ST, ,CHICAGO,Three Story       ,Multi Family  ,6,0,Masonry    ,6,0,Full and Unfinished,None,2,0, ,107,5442,2664,     ,        ,0,1,12/1/2005,800000,0,0,                  ,,0,,0,0,     
"1439 W LEXINGTON ST, CHICAGO, IL",-87.6633157,41.8723098,60607,A-HD,17173040080000,211,"Two to Six Apartments, Over 62 Years                                                         ",7992,32520,40512,405120,6660,30999,37659,6660,30999,37659,2013,77,592,CITY,77002,132,1439,W,LEXINGTON ,ST,2,CHICAGO,Two Story        ,Multi Family  ,2,0,Masonry    ,2,0,Full and Unfinished,None,2,0, ,137,2016,2664,     ,        ,0,0,     ,0,0,0,                  ,,0,,0,0,     
"1438 W LEXINGTON ST, CHICAGO, IL",-87.6633144,41.8727169,60607,A-HD,17173030330000,211,"Two to Six Apartments, Over 62 Years                                                         ",7992,43841,51833,518330,6660,35501,42161,6660,35501,42161,2013,77,592,CITY,77002,132,1438,W,LEXINGTON ,ST, ,CHICAGO,Three Story       ,Multi Family  ,3,0,Masonry    ,3,0,Full and Unfinished,None,2,0, ,112,4830,2664,     ,        ,0,0,     ,0,1,96737,Appeal Review Complete       ,Assessed Value Not Adjusted,16,Assessed Value Not Adjusted,51833,51833,10/19/2015
"1442 W TAYLOR ST, CHICAGO, IL",-87.6632823,41.8695222,60607,A-HD,17173170570000,318,"Mixed use commercial/residential with apts. above seven units or more or building sq. ft. over 20,000                         ",5100,44632,49732,497320,5100,40661,45761,5100,40661,45761,2013,77,592,CITY,77002,132,1442,W,TAYLOR ,ST, ,CHICAGO,             ,,        , ,        ,0,0, , ,0,0, ,25,0,3000,0,0,0,0,     ,0,1,91503,Appeal Review Complete       ,Assessed Value Not Adjusted,22,Assessed Value Not Adjusted,53994,53994,10/19/2015
"810 S BISHOP ST, CHICAGO, IL",-87.6632585,41.8712665,60607,A-HD,17173170280000,211,"Two to Six Apartments, Over 62 Years                                                         ",9375,60713,70088,700880,7812,34850,42662,7812,34850,42662,2013,77,592,CITY,77002,132,810,S,BISHOP ,ST, ,CHICAGO,Two Story        ,Multi Family  ,2,0,Masonry    ,3,0,Full and Apartment,None,1,2, ,139,2773,3125,     ,        ,0,2,9/1/2014,725000,0,0,                  ,,0,,0,0,     
"1436 W FLOURNOY ST, CHICAGO, IL",-87.6632564,41.873551,60607,A-HD,17173020200000,211,"Two to Six Apartments, Over 62 Years                                                         ",7992,40776,48768,487680,6660,36647,43307,6660,36647,43307,2013,77,592,CITY,77002,132,1436,W,FLOURNOY ,ST, ,CHICAGO,Three Story       ,Multi Family  ,6,0,Masonry    ,6,0,Full and Unfinished,None,2,0, ,122,5097,2664,     ,        ,0,0,     ,0,0,0,                  ,,0,,0,0,     
"814 S BISHOP ST, CHICAGO, IL",-87.6632453,41.8711977,60607,A-HD,17173170290000,211,"Two to Six Apartments, Over 62 Years                                                         ",9375,31989,41364,413640,7812,30991,38803,7812,30991,38803,2013,77,592,CITY,77002,132,814,S,BISHOP ,ST, ,CHICAGO,Two Story        ,Multi Family  ,2,0,Masonry    ,2,0,Full and Unfinished,None,2,0, ,143,2100,3125,     ,        ,0,0,     ,0,1,100631,Appeal Review Complete       ,Assessed Value Not Adjusted,16,Assessed Value Not Adjusted,41364,41364,10/19/2015
"1436 W LEXINGTON ST, CHICAGO, IL",-87.6632398,41.8727249,60607,A-HD,17173030340000,211,"Two to Six Apartments, Over 62 Years                                                         ",7992,47108,55100,551000,6660,38325,44985,6660,40718,47378,2013,77,592,CITY,77002,132,1436,W,LEXINGTON ,ST, ,CHICAGO,Three Story       ,Multi Family  ,6,0,Masonry    ,6,0,Full and Unfinished,None,2,0, ,112,5752,2664,     ,        ,0,1,9/1/2005,800000,1,108279,Appeal Review Complete       ,Assessed Value Adjusted,1,Assessed Value Adjusted,57833,55100,10/19/2015
