Full_Address,Longitude,Latitude,Zip,REC_TYPE,PIN,OVACLS,CLASS_DESCRIPTION,CURRENT_LAND,CURRENT_BUILDING,CURRENT_TOTAL,ESTIMATED_MARKET_VALUE,PRIOR_LAND,PRIOR_BUILDING,PRIOR_TOTAL,PPRIOR_LAND,PPRIOR_BUILDING,PPRIOR_TOTAL,PPRIOR_YEAR,TOWN,VOLUME,LOC,TAX_CODE,NEIGHBORHOOD,HOUSENO,DIR,STREET,SUFFIX,APT,CITY,RES_TYPE,BLDG_USE,APT_DESC,COMM_UNITS,EXT_DESC,FULL_BATH,HALF_BATH,BSMT_DESC,ATTIC_DESC,AC,FIREPLACE,GAR_DESC,AGE,BUILDING_SQ_FT,LAND_SQ_FT,BLDG_SF,UNITS_TOT,MULTI_SALE,DEED_TYPE,SALE_DATE,SALE_AMOUNT,APPCNT,APPEAL_A,APPEAL_A_STATUS,APPEAL_A_RESULT,APPEAL_A_REASON,APPEAL_A_PIN_RESULT,APPEAL_A_PROPAV,APPEAL_A_CURRAV,APPEAL_A_RESLTDATE
"1012 N WESTERN AVE, CHICAGO, IL",-87.6873283,41.8998403,60622,A-HD,16014150410000,212,"Mixed commercial/residential building, 6 units or less, sq ft less than 20,000                                    ",5832,36191,42023,420230,5184,25494,30678,5184,25494,30678,2013,77,536,CITY,77001,30,1012,N,WESTERN ,AVE, ,CHICAGO,Two Story        ,Multi Family  ,5,1,Masonry    ,4,1,Partial and Unfinished, ,2,0,1 Car Detached,82,3246,2592,     ,        ,0,1,8/1/2013,336000,0,0,                  ,,0,,0,0,     
"1020 N WESTERN AVE, CHICAGO, IL",-87.6873249,41.9000287,60622,A-HD,16014150380000,211,"Two to Six Apartments, Over 62 Years                                                         ",5832,34377,40209,402090,5184,27972,33156,5184,27972,33156,2013,77,536,CITY,77001,30,1020,N,WESTERN ,AVE, ,CHICAGO,Two Story        ,Multi Family  ,2,0,Masonry    ,2,0,Full and Unfinished,None,2,0,2 Cars Attached,76,2950,2592,     ,        ,0,0,     ,0,0,0,                  ,,0,,0,0,     
"1002 N WESTERN AVE, CHICAGO, IL",-87.6873187,41.8995685,60622,A-HD,16014150450000,212,"Mixed commercial/residential building, 6 units or less, sq ft less than 20,000                                    ",5832,32857,38689,386890,5184,23290,28474,5184,23290,28474,2013,77,536,CITY,77001,30,1002,N,WESTERN ,AVE, ,CHICAGO,Two Story        ,Multi Family  ,5,1,Masonry    ,4,1,Partial and Unfinished, ,2,0,1 1/2 Car Detached,104,3171,2592,     ,        ,0,0,     ,0,1,103706,Appeal Review Complete       ,Assessed Value Adjusted,36,Assessed Value Adjusted,41458,39837,10/19/2015
"1000 N WESTERN AVE, CHICAGO, IL",-87.6873158,41.8994979,60622,A-HD,16014150460000,212,"Mixed commercial/residential building, 6 units or less, sq ft less than 20,000                                    ",5928,43219,49147,491470,5270,35505,40775,5270,35505,40775,2013,77,536,CITY,77001,30,1000,N,WESTERN ,AVE, ,CHICAGO,Three Story       ,Multi Family  ,5,1,Masonry    ,5,0,Partial and Unfinished, ,2,0, ,104,3348,2635,     ,        ,0,0,     ,0,1,104674,Appeal Review Complete       ,Assessed Value Adjusted,36,Assessed Value Adjusted,51013,49147,10/19/2015
"1022 N WESTERN AVE, CHICAGO, IL",-87.6872878,41.9001221,60622,A-HD,16014150480000,212,"Mixed commercial/residential building, 6 units or less, sq ft less than 20,000                                    ",5832,40654,46486,464860,5184,29743,34927,5184,29743,34927,2013,77,536,CITY,77001,30,1022,N,WESTERN ,AVE, ,CHICAGO,Three Story       ,Multi Family  ,6,1,Masonry    ,5,1,Partial and Unfinished, ,2,0, ,106,4662,2592,     ,        ,0,1,1/18/1990,125000,0,0,                  ,,0,,0,0,     
"1024 N WESTERN AVE, CHICAGO, IL",-87.6872538,41.900167,60622,A-HD,16014150470000,212,"Mixed commercial/residential building, 6 units or less, sq ft less than 20,000                                    ",5928,32735,38663,386630,5270,25485,30755,5270,25485,30755,2013,77,536,CITY,77001,30,1024,N,WESTERN ,AVE, ,CHICAGO,Two Story        ,Multi Family  ,2,1,Masonry    ,2,1,Full and Unfinished,None,1,0, ,109,3072,2635,     ,        ,0,1,1/1/2004,407500,1,92205,Appeal Review Complete       ,Assessed Value Adjusted,1,Assessed Value Adjusted,40411,38663,10/19/2015
"1008 N WESTERN AVE, CHICAGO, IL",-87.6872446,41.8997082,60622,A-HD,16014150430000,212,"Mixed commercial/residential building, 6 units or less, sq ft less than 20,000                                    ",5832,33671,39503,395030,5184,21862,27046,5184,21862,27046,2013,77,536,CITY,77001,30,1008,N,WESTERN ,AVE, ,CHICAGO,Two Story        ,Multi Family  ,6,1,Masonry    ,6,1,Partial and Unfinished,None,2,0,4 Cars Detached,106,2394,2592,     ,        ,0,2,5/1/2000,225000,1,103707,Appeal Review Complete       ,Assessed Value Adjusted,36,Assessed Value Adjusted,43559,39503,10/19/2015
"1016 N WESTERN AVE, CHICAGO, IL",-87.6872413,41.8999061,60622,A-HD,16014150400000,212,"Mixed commercial/residential building, 6 units or less, sq ft less than 20,000                                    ",5832,37990,43822,438220,5184,28315,33499,5184,28315,33499,2013,77,536,CITY,77001,30,1016,N,WESTERN ,AVE, ,CHICAGO,Two Story        ,Multi Family  ,5,1,Masonry    ,4,0,Partial and Unfinished, ,2,0, ,122,2520,2592,     ,        ,0,1,8/1/2012,335000,1,107830,Appeal Review Complete       ,Assessed Value Not Adjusted,49,Assessed Value Not Adjusted,43822,43822,10/19/2015
"1543 N WESTERN AVE, CHICAGO, IL",-87.68691,41.909749,60622,A-HD,17061000090000,212,"Mixed commercial/residential building, 6 units or less, sq ft less than 20,000                                    ",10368,62119,72487,724870,9072,38428,47500,9072,38428,47500,2013,77,582,CITY,77071,60,1543,N,WESTERN ,AVE, ,CHICAGO,Three Story       ,Multi Family  ,3,1,Masonry    ,3,0,Partial and Unfinished,None,2,0,2 Cars Detached,100,3732,2592,     ,        ,0,1,2/1/2011,445000,0,0,                  ,,0,,0,0,     
"1529 N WESTERN AVE, CHICAGO, IL",-87.6868956,41.9094143,60622,A-HD,17061000140000,211,"Two to Six Apartments, Over 62 Years                                                         ",10800,56762,67562,675620,9450,43238,52688,9450,43238,52688,2013,77,582,CITY,77071,60,1529,N,WESTERN ,AVE, ,CHICAGO,Three Story       ,Multi Family  ,3,0,Masonry    ,3,0,Full and Unfinished,None,2,0, ,127,3432,2700,     ,        ,0,0,     ,0,0,0,                  ,,0,,0,0,     
"1527 N WESTERN AVE, CHICAGO, IL",-87.6868791,41.9093455,60622,A-HD,17061000150000,211,"Two to Six Apartments, Over 62 Years                                                         ",10800,42700,53500,535000,9450,43577,53027,9450,43577,53027,2013,77,582,CITY,77071,60,1527,N,WESTERN ,AVE, ,CHICAGO,Three Story       ,Multi Family  ,3,0,Masonry    ,3,0,Full and Unfinished,None,2,0, ,115,3504,2700,     ,        ,0,1,5/1/2013,535000,1,93058,Appeal Review Complete       ,Assessed Value Adjusted,36,Assessed Value Adjusted,68181,65052,10/19/2015
"1537 N WESTERN AVE, CHICAGO, IL",-87.686871,41.90962,60622,A-HD,17061000110000,211,"Two to Six Apartments, Over 62 Years                                                         ",10800,74598,85398,853980,9450,59151,68601,9450,59151,68601,2013,77,582,CITY,77071,60,1537,N,WESTERN ,AVE, ,CHICAGO,Three Story       ,Multi Family  ,3,0,Masonry    ,3,0,Full and Formal Rec. Room,None,1,0, ,18,6224,2700,     ,        ,0,1,5/1/1996,25000,0,0,                  ,,0,,0,0,     
"1535 N WESTERN AVE, CHICAGO, IL",-87.6868702,41.909551,60622,A-HD,17061000320000,212,"Mixed commercial/residential building, 6 units or less, sq ft less than 20,000                                    ",10732,50036,60768,607680,9390,51491,60881,9390,51491,60881,2013,77,582,CITY,77071,60,1535,N,WESTERN ,AVE, ,CHICAGO,Three Story       ,Multi Family  ,4,1,Masonry    ,4,1,Full and Unfinished,None,2,0, ,122,6072,2683,     ,        ,0,0,     ,0,1,100663,Appeal Review Complete       ,Assessed Value Not Adjusted,16,Assessed Value Not Adjusted,80598,75204,12/4/2015
"1545 N WESTERN AVE, CHICAGO, IL",-87.686833,41.90982,60622,A-HD,17061000080000,212,"Mixed commercial/residential building, 6 units or less, sq ft less than 20,000                                    ",10272,64767,75039,750390,8988,49866,58854,8988,49866,58854,2013,77,582,CITY,77071,60,1545,N,WESTERN ,AVE, ,CHICAGO,Two Story        ,Multi Family  ,3,1,Masonry    ,2,1,Full and Unfinished,None,2,0, ,105,5472,2568,     ,        ,0,1,4/1/2004,329000,0,0,                  ,,0,,0,0,     
"1341 N WESTERN AVE, CHICAGO, IL",-87.6868129,41.9060909,60622,A-HD,17061140070000,212,"Mixed commercial/residential building, 6 units or less, sq ft less than 20,000                                    ",10368,27080,37448,374480,9072,29473,38545,9072,35706,44778,2013,77,582,CITY,77071,60,1341,N,WESTERN ,AVE, ,CHICAGO,Three Story       ,Multi Family  ,3,1,Masonry    ,2,1,Full and Unfinished,None,2,0,2 Cars Detached,109,3458,2592,     ,        ,0,2,1/1/2002,375000,1,106396,Appeal Review Complete       ,Assessed Value Adjusted,5,Assessed Value Adjusted,70547,37448,10/19/2015
"1513 N WESTERN AVE, CHICAGO, IL",-87.6868017,41.9090282,60622,A-HD,17061000350000,315,"Two or three story non-fireproof corridor apartments,or california type apartments, interior entrance                         ",10279,60597,70876,708760,10279,60597,70876,10279,60597,70876,2013,77,582,CITY,77071,60,1513,N,WESTERN ,AVE, ,CHICAGO,             ,,        , ,        ,0,0, , ,0,0, ,107,0,6047,0,0,0,0,     ,0,0,0,                  ,,0,,0,0,     
"1311 N WESTERN AVE, CHICAGO, IL",-87.6867891,41.9052309,60622,A-HD,17061140190000,212,"Mixed commercial/residential building, 6 units or less, sq ft less than 20,000                                    ",10368,54672,65040,650400,9072,48516,57588,9072,48516,57588,2013,77,582,CITY,77071,60,1311,N,WESTERN ,AVE, ,CHICAGO,Three Story       ,Multi Family  ,5,1,Masonry    ,5,1,Partial and Unfinished, ,2,0, ,122,4779,2592,     ,        ,0,0,2/1/2016,450000,1,95652,Appeal Review Complete       ,Assessed Value Adjusted,1,Assessed Value Adjusted,78732,74038,10/19/2015
"1305 N WESTERN AVE, CHICAGO, IL",-87.6867888,41.9050956,60622,A-HD,17061140210000,212,"Mixed commercial/residential building, 6 units or less, sq ft less than 20,000                                    ",10368,110060,120428,1204280,9072,100571,109643,9072,100571,109643,2013,77,582,CITY,77071,60,1305,N,WESTERN ,AVE, ,CHICAGO,Three Story       ,Multi Family  ,5,1,Masonry    ,5,0,Slab and Unfinished,None,2,0, ,120,3736,2592,     ,        ,0,0,3/1/2015,235200,0,0,                  ,,0,,0,0,     
"1313 N WESTERN AVE, CHICAGO, IL",-87.686787,41.9052933,60622,A-HD,17061140180000,211,"Two to Six Apartments, Over 62 Years                                                         ",10368,73088,83456,834560,9072,57802,66874,9072,57802,66874,2013,77,582,CITY,77071,60,1313,N,WESTERN ,AVE, ,CHICAGO,Two Story        ,Multi Family  ,2,0,Masonry    ,2,1,Slab and Unfinished,Full and Living Area,1,0, ,125,2160,2592,     ,        ,0,1,10/1/2000,320000,1,6099863,Appeal Review Complete       ,Assessed Value Not Adjusted,16,Assessed Value Not Adjusted,83456,83456,10/19/2015
"1339 N WESTERN AVE, CHICAGO, IL",-87.6867869,41.9060253,60622,A-HD,17061140080000,211,"Two to Six Apartments, Over 62 Years                                                         ",10368,57960,68328,683280,9072,43819,52891,9072,43819,52891,2013,77,582,CITY,77071,60,1339,N,WESTERN ,AVE, ,CHICAGO,Three Story       ,Multi Family  ,3,0,Masonry    ,3,0,Full and Unfinished,None,2,0, ,104,3510,2592,     ,        ,0,1,10/1/2005,635000,0,0,                  ,,0,,0,0,     
"1309 N WESTERN AVE, CHICAGO, IL",-87.6867855,41.9051677,60622,A-HD,17061140200000,211,"Two to Six Apartments, Over 62 Years                                                         ",10368,56458,66826,668260,9072,42927,51999,9072,42927,51999,2013,77,582,CITY,77071,60,1309,N,WESTERN ,AVE, ,CHICAGO,Three Story       ,Multi Family  ,3,0,Masonry    ,3,0,Full and Unfinished,None,2,0, ,125,3294,2592,     ,        ,0,0,2/1/2015,196300,0,0,                  ,,0,,0,0,     
"1337 N WESTERN AVE, CHICAGO, IL",-87.6867823,41.9059598,60622,A-HD,17061140090000,211,"Two to Six Apartments, Over 62 Years                                                         ",10368,32632,43000,430000,9072,40330,49402,9072,40330,49402,2013,77,582,CITY,77071,60,1337,N,WESTERN ,AVE, ,CHICAGO,Three Story       ,Multi Family  ,3,0,Masonry    ,3,0,Full and Unfinished,None,2,0,2 Cars Detached,104,3510,2592,     ,        ,0,1,3/1/2000,329000,1,86892,Appeal Review Complete       ,Assessed Value Adjusted,1,Assessed Value Adjusted,70173,68465,10/19/2015
"1357 N WESTERN AVE, CHICAGO, IL",-87.6867495,41.9065495,60622,A-HD,17061140010000,318,"Mixed use commercial/residential with apts. above seven units or more or building sq. ft. over 20,000                         ",4273,42327,46600,466000,4273,69275,73548,4273,42327,46600,2013,77,582,CITY,77071,60,1357,N,WESTERN ,AVE, ,CHICAGO,             ,,        , ,        ,0,0, , ,0,0, ,125,0,2514,6993,7,0,1,7/1/2012,466000,1,103070,Appeal Review Complete       ,Assessed Value Adjusted,9,Assessed Value Adjusted,73548,46600,10/19/2015
"1401 N WESTERN AVE, CHICAGO, IL",-87.6867455,41.9067923,60622,A-HD,17061080230000,212,"Mixed commercial/residential building, 6 units or less, sq ft less than 20,000                                    ",10800,61523,72323,723230,9450,60438,69888,9450,60438,69888,2013,77,582,CITY,77071,60,1401,N,WESTERN ,AVE, ,CHICAGO,Three Story       ,Multi Family  ,6,1,Masonry    ,6,0,Partial and Unfinished, ,2,0, ,117,7005,2700,     ,        ,0,0,     ,0,1,105967,Appeal Review Complete       ,Assessed Value Adjusted,5,Assessed Value Adjusted,84925,72323,10/19/2015
"1107 N WESTERN AVE, CHICAGO, IL",-87.6867052,41.9014854,60622,A-HD,17063040050000,212,"Mixed commercial/residential building, 6 units or less, sq ft less than 20,000                                    ",6525,55347,61872,618720,5437,48253,53690,5437,48253,53690,2013,77,584,CITY,77001,52,1107,N,WESTERN ,AVE, ,CHICAGO,Three Story       ,Multi Family  ,4,1,Masonry    ,4,0,Full and Unfinished,None,1,0, ,98,3981,2175,     ,        ,0,1,9/1/2000,200000,1,104784,Appeal Review Complete       ,Assessed Value Adjusted,1,Assessed Value Adjusted,67739,61872,10/19/2015
"1109 N WESTERN AVE, CHICAGO, IL",-87.6867045,41.901557,60622,A-HD,17063040040000,211,"Two to Six Apartments, Over 62 Years                                                         ",6525,48756,55281,552810,5437,37534,42971,5437,37534,42971,2013,77,584,CITY,77001,52,1109,N,WESTERN ,AVE, ,CHICAGO,Three Story       ,Multi Family  ,3,0,Masonry    ,3,0,Full and Unfinished,None,2,0, ,96,3453,2175,     ,        ,0,1,9/1/2000,200000,1,96796,Appeal Review Complete       ,Assessed Value Not Adjusted,16,Assessed Value Not Adjusted,59697,59697,10/19/2015
"1049 N WESTERN AVE, CHICAGO, IL",-87.6866769,41.9008489,60622,A-HD,17063080010000,212,"Mixed commercial/residential building, 6 units or less, sq ft less than 20,000                                    ",31236,57729,88965,889650,26030,52625,78655,26030,52625,78655,2013,77,584,CITY,77001,52,1049,N,WESTERN ,AVE, ,CHICAGO,Two Story        ,Multi Family  ,4,2,Masonry    ,4,3,Full and Unfinished,None,1,0, ,99,9540,10412,     ,        ,0,1,7/1/2004,1935000,1,92698,Appeal Review Complete       ,Assessed Value Not Adjusted,16,Assessed Value Not Adjusted,88965,88965,10/19/2015
"1100 N WESTERN AVE, CHICAGO, IL",-87.6866474,41.9014134,60622,A-HD,17063040060000,318,"Mixed use commercial/residential with apts. above seven units or more or building sq. ft. over 20,000                         ",8411,85337,93748,937480,8411,65109,73520,8411,65109,73520,2013,77,584,CITY,77001,52,1100,N,WESTERN ,AVE, ,CHICAGO,             ,,        , ,        ,0,0, , ,0,0, ,118,0,4948,0,0,0,1,3/1/2014,1365000,0,0,                  ,,0,,0,0,     
"1017 N WESTERN AVE, CHICAGO, IL",-87.6866333,41.8999871,60622,A-HD,17063120010000,318,"Mixed use commercial/residential with apts. above seven units or more or building sq. ft. over 20,000                         ",17848,54022,71870,718700,17848,8714,26562,17848,8714,26562,2013,77,584,CITY,77001,52,1017,N,WESTERN ,AVE, ,CHICAGO,             ,,        , ,        ,0,0, , ,0,0, ,97,0,10499,0,0,0,0,     ,0,1,102978,Appeal Review Complete       ,Assessed Value Not Adjusted,22,Assessed Value Not Adjusted,75506,75506,10/19/2015
"1007 N WESTERN AVE, CHICAGO, IL",-87.6866287,41.8996864,60622,A-HD,17063120040000,212,"Mixed commercial/residential building, 6 units or less, sq ft less than 20,000                                    ",7308,54807,62115,621150,6090,48115,54205,6090,48115,54205,2013,77,584,CITY,77001,52,1007,N,WESTERN ,AVE, ,CHICAGO,Three Story       ,Multi Family  ,3,1,Masonry    ,3,1,Partial and Unfinished, ,2,0, ,99,4968,2436,     ,        ,0,0,     ,0,0,0,                  ,,0,,0,0,     
"1047 N WESTERN AVE, CHICAGO, IL",-87.6866282,41.9007473,60622,A-HD,17063080020000,212,"Mixed commercial/residential building, 6 units or less, sq ft less than 20,000                                    ",6525,55163,61688,616880,5437,47002,52439,5437,47002,52439,2013,77,584,CITY,77001,52,1047,N,WESTERN ,AVE, ,CHICAGO,Three Story       ,Multi Family  ,3,1,Masonry    ,3,1,Partial and Unfinished, ,2,0, ,98,4620,2175,     ,        ,0,1,11/1/2002,357300,0,0,                  ,,0,,0,0,     
"1045 N WESTERN AVE, CHICAGO, IL",-87.6866253,41.900689,60622,A-HD,17063080030000,212,"Mixed commercial/residential building, 6 units or less, sq ft less than 20,000                                    ",6786,53783,60569,605690,5655,47924,53579,5655,47924,53579,2013,77,584,CITY,77001,52,1045,N,WESTERN ,AVE, ,CHICAGO,Three Story       ,Multi Family  ,3,1,Masonry    ,2,1,Partial and Unfinished, ,2,0, ,109,5952,2262,     ,        ,0,0,     ,0,0,0,                  ,,0,,0,0,     
"1015 N WESTERN AVE, CHICAGO, IL",-87.6866212,41.8998403,60622,A-HD,17063120020000,212,"Mixed commercial/residential building, 6 units or less, sq ft less than 20,000                                    ",7308,55468,62776,627760,6090,48846,54936,6090,48846,54936,2013,77,584,CITY,77001,52,1015,N,WESTERN ,AVE, ,CHICAGO,Three Story       ,Multi Family  ,3,1,Masonry    ,3,1,Partial and Unfinished,None,2,0, ,98,5451,2436,     ,        ,0,0,     ,0,0,0,                  ,,0,,0,0,     
"1011 N WESTERN AVE, CHICAGO, IL",-87.6866164,41.8997496,60622,A-HD,17063120030000,212,"Mixed commercial/residential building, 6 units or less, sq ft less than 20,000                                    ",7308,49255,56563,565630,6090,32146,38236,6090,32146,38236,2013,77,584,CITY,77001,52,1011,N,WESTERN ,AVE, ,CHICAGO,Three Story       ,Multi Family  ,3,1,Masonry    ,3,1,Partial and Unfinished, ,2,0, ,98,5451,2436,     ,        ,0,2,9/1/1996,255000,1,98655,Appeal Review Complete       ,Assessed Value Adjusted,1,Assessed Value Adjusted,62776,56563,12/4/2015
"1041 N WESTERN AVE, CHICAGO, IL",-87.686616,41.9006032,60622,A-HD,17063080040000,212,"Mixed commercial/residential building, 6 units or less, sq ft less than 20,000                                    ",6786,54986,61772,617720,5655,45612,51267,5655,45612,51267,2013,77,584,CITY,77001,52,1041,N,WESTERN ,AVE, ,CHICAGO,Three Story       ,Multi Family  ,3,1,Masonry    ,3,1,Full and Unfinished,None,2,0,2 Cars Detached,112,3425,2262,     ,        ,0,0,     ,0,0,0,                  ,,0,,0,0,     
"1035 N WESTERN AVE, CHICAGO, IL",-87.6866109,41.9004796,60622,A-HD,17063080050000,212,"Mixed commercial/residential building, 6 units or less, sq ft less than 20,000                                    ",17925,70639,88564,885640,14937,60478,75415,14937,60478,75415,2013,77,584,CITY,77001,52,1035,N,WESTERN ,AVE, ,CHICAGO,Two Story        ,Multi Family  ,5,2,Masonry    ,5,6,Full and Unfinished,None,1,0, ,102,11680,5975,     ,        ,0,1,1/1/2010,10,0,0,                  ,,0,,0,0,     
"949 N WESTERN AVE, CHICAGO, IL",-87.6866018,41.8989807,60622,A-HD,17063160040000,212,"Mixed commercial/residential building, 6 units or less, sq ft less than 20,000                                    ",7308,68335,75643,756430,6090,55851,61941,6090,55851,61941,2013,77,584,CITY,77001,52,949,N,WESTERN ,AVE, ,CHICAGO,Three Story       ,Multi Family  ,5,1,Masonry    ,5,1,Partial and Unfinished,None,1,0, ,106,5532,2436,     ,        ,0,1,5/1/2005,500000,0,0,                  ,,0,,0,0,     
